aid,cid,app_date,period,installment,n_installments,loan_amount,branch,aid
ins202505020002,0000000734,2025-05-02,202505,100,12,1200,2,ins202505020002
ins202505030001,0000000735,2025-05-03,202505,175,12,2100,4,ins202505030001
ins202505030002,0000000736,2025-05-03,202505,391,12,4692,2,ins202505030002
ins202505040001,0000000737,2025-05-04,202505,280,24,6720,1,ins202505040001
ins202505040002,0000000738,2025-05-04,202505,218,36,7848,3,ins202505040002
ins202505050001,0000000739,2025-05-05,202505,152,12,1824,1,ins202505050001
ins202505050002,0000000740,2025-05-05,202505,295,12,3540,3,ins202505050002
ins202505060001,0000000741,2025-05-06,202505,269,12,3228,4,ins202505060001
ins202505060002,0000000742,2025-05-06,202505,287,36,10332,1,ins202505060002
ins202505070001,0000000743,2025-05-07,202505,718,24,17232,2,ins202505070001
ins202505070002,0000000744,2025-05-07,202505,103,24,2472,2,ins202505070002
ins202505080001,0000000745,2025-05-08,202505,271,12,3252,2,ins202505080001
ins202505080002,0000000746,2025-05-08,202505,157,12,1884,1,ins202505080002
ins202505090001,0000000747,2025-05-09,202505,385,12,4620,3,ins202505090001
ins202505090002,0000000748,2025-05-09,202505,379,36,13644,2,ins202505090002
ins202505100001,0000000749,2025-05-10,202505,113,12,1356,1,ins202505100001
ins202505100002,0000000750,2025-05-10,202505,127,12,1524,4,ins202505100002
ins202505110001,0000000751,2025-05-11,202505,264,24,6336,2,ins202505110001
ins202505110002,0000000752,2025-05-11,202505,244,24,5856,2,ins202505110002
ins202505120001,0000000753,2025-05-12,202505,396,12,4752,3,ins202505120001
ins202505120002,0000000754,2025-05-12,202505,377,12,4524,3,ins202505120002
ins202505130001,0000000755,2025-05-13,202505,371,12,4452,3,ins202505130001
ins202505130002,0000000756,2025-05-13,202505,200,12,2400,2,ins202505130002
ins202505140001,0000000757,2025-05-14,202505,262,12,3144,3,ins202505140001
ins202505140002,0000000758,2025-05-14,202505,240,12,2880,1,ins202505140002
ins202505150001,0000000759,2025-05-15,202505,380,24,9120,3,ins202505150001
ins202505150002,0000000760,2025-05-15,202505,155,12,1860,3,ins202505150002
ins202505160001,0000000761,2025-05-16,202505,126,12,1512,1,ins202505160001
ins202505160002,0000000762,2025-05-16,202505,329,12,3948,4,ins202505160002
ins202505170001,0000000763,2025-05-17,202505,362,24,8688,1,ins202505170001
ins202505170002,0000000764,2025-05-17,202505,180,12,2160,1,ins202505170002
ins202505180001,0000000765,2025-05-18,202505,346,36,12456,4,ins202505180001
ins202505180002,0000000766,2025-05-18,202505,627,12,7524,1,ins202505180002
ins202505190001,0000000767,2025-05-19,202505,137,24,3288,4,ins202505190001
ins202505190002,0000000768,2025-05-19,202505,137,12,1644,4,ins202505190002
ins202505200001,0000000769,2025-05-20,202505,220,12,2640,3,ins202505200001
ins202505200002,0000000770,2025-05-20,202505,200,12,2400,3,ins202505200002
ins202505210001,0000000771,2025-05-21,202505,178,12,2136,1,ins202505210001
ins202505210002,0000000772,2025-05-21,202505,155,24,3720,3,ins202505210002
ins202505220001,0000000773,2025-05-22,202505,173,12,2076,4,ins202505220001
ins202505220002,0000000774,2025-05-22,202505,156,36,5616,2,ins202505220002
ins202505230001,0000000775,2025-05-23,202505,369,24,8856,3,ins202505230001
ins202505230002,0000000776,2025-05-23,202505,260,36,9360,3,ins202505230002
ins202505240001,0000000777,2025-05-24,202505,700,12,8400,1,ins202505240001
ins202505240002,0000000778,2025-05-24,202505,109,12,1308,3,ins202505240002
ins202505250001,0000000779,2025-05-25,202505,147,24,3528,4,ins202505250001
ins202505250002,0000000780,2025-05-25,202505,161,12,1932,2,ins202505250002
ins202505260001,0000000781,2025-05-26,202505,341,36,12276,1,ins202505260001
ins202505260002,0000000782,2025-05-26,202505,153,36,5508,3,ins202505260002
ins202505270001,0000000783,2025-05-27,202505,257,24,6168,2,ins202505270001
ins202505270002,0000000784,2025-05-27,202505,141,24,3384,4,ins202505270002
ins202505280001,0000000785,2025-05-28,202505,134,36,4824,2,ins202505280001
ins202505280002,0000000786,2025-05-28,202505,748,36,26928,2,ins202505280002
ins202505290001,0000000787,2025-05-29,202505,229,12,2748,1,ins202505290001
ins202505290002,0000000788,2025-05-29,202505,171,36,6156,2,ins202505290002
ins202505300001,0000000789,2025-05-30,202505,177,24,4248,3,ins202505300001
ins202505300002,0000000790,2025-05-30,202505,339,24,8136,2,ins202505300002
ins202505310001,0000000791,2025-05-31,202505,592,36,21312,3,ins202505310001
ins202505310002,0000000792,2025-05-31,202505,555,12,6660,4,ins202505310002
ins202506010001,0000000793,2025-06-01,202506,385,36,13860,4,ins202506010001
ins202506010002,0000000794,2025-06-01,202506,94,12,1128,3,ins202506010002
ins202506020001,0000000795,2025-06-02,202506,103,12,1236,2,ins202506020001
ins202506020002,0000000796,2025-06-02,202506,99,12,1188,2,ins202506020002
ins202506030001,0000000797,2025-06-03,202506,374,12,4488,2,ins202506030001
ins202506030002,0000000798,2025-06-03,202506,92,36,3312,4,ins202506030002
ins202506040001,0000000799,2025-06-04,202506,385,24,9240,1,ins202506040001
ins202506040002,0000000800,2025-06-04,202506,115,24,2760,3,ins202506040002
ins202506050001,0000000801,2025-06-05,202506,238,12,2856,4,ins202506050001
ins202506050002,0000000802,2025-06-05,202506,143,12,1716,1,ins202506050002
ins202506060001,0000000803,2025-06-06,202506,171,24,4104,3,ins202506060001
ins202506060002,0000000804,2025-06-06,202506,283,12,3396,2,ins202506060002
ins202506070001,0000000805,2025-06-07,202506,567,36,20412,1,ins202506070001
ins202506070002,0000000806,2025-06-07,202506,213,36,7668,3,ins202506070002
ins202506080001,0000000807,2025-06-08,202506,397,12,4764,3,ins202506080001
ins202506080002,0000000808,2025-06-08,202506,124,12,1488,4,ins202506080002
ins202506090001,0000000809,2025-06-09,202506,260,24,6240,4,ins202506090001
ins202506090002,0000000810,2025-06-09,202506,314,12,3768,2,ins202506090002
ins202506100001,0000000811,2025-06-10,202506,139,12,1668,3,ins202506100001
ins202506100002,0000000812,2025-06-10,202506,163,12,1956,3,ins202506100002
ins202506110001,0000000813,2025-06-11,202506,135,12,1620,4,ins202506110001
ins202506110002,0000000814,2025-06-11,202506,224,24,5376,2,ins202506110002
ins202506120001,0000000815,2025-06-12,202506,164,12,1968,1,ins202506120001
ins202506120002,0000000816,2025-06-12,202506,297,12,3564,4,ins202506120002
ins202506130001,0000000817,2025-06-13,202506,282,24,6768,2,ins202506130001
ins202506130002,0000000818,2025-06-13,202506,197,36,7092,4,ins202506130002
ins202506140001,0000000819,2025-06-14,202506,188,36,6768,2,ins202506140001
ins202506140002,0000000820,2025-06-14,202506,222,12,2664,2,ins202506140002
ins202506150001,0000000821,2025-06-15,202506,317,12,3804,3,ins202506150001
ins202506150002,0000000822,2025-06-15,202506,348,24,8352,3,ins202506150002
ins202506160001,0000000823,2025-06-16,202506,192,24,4608,3,ins202506160001
ins202506160002,0000000824,2025-06-16,202506,161,36,5796,4,ins202506160002
ins202506170001,0000000825,2025-06-17,202506,125,24,3000,1,ins202506170001
ins202506170002,0000000826,2025-06-17,202506,229,12,2748,2,ins202506170002
ins202506180001,0000000827,2025-06-18,202506,101,24,2424,1,ins202506180001
ins202506180002,0000000828,2025-06-18,202506,411,12,4932,2,ins202506180002
ins202506190001,0000000829,2025-06-19,202506,145,24,3480,3,ins202506190001
ins202506190002,0000000830,2025-06-19,202506,213,12,2556,2,ins202506190002
ins202506200001,0000000831,2025-06-20,202506,240,12,2880,4,ins202506200001
ins202506200002,0000000832,2025-06-20,202506,116,12,1392,4,ins202506200002
ins202506210001,0000000833,2025-06-21,202506,175,24,4200,2,ins202506210001
ins202506210002,0000000834,2025-06-21,202506,90,36,3240,2,ins202506210002
ins202506220001,0000000835,2025-06-22,202506,167,12,2004,4,ins202506220001
ins202506220002,0000000836,2025-06-22,202506,284,12,3408,2,ins202506220002
ins202506230001,0000000837,2025-06-23,202506,145,12,1740,4,ins202506230001
ins202506230002,0000000838,2025-06-23,202506,88,12,1056,4,ins202506230002
ins202506240001,0000000839,2025-06-24,202506,171,12,2052,3,ins202506240001
ins202506240002,0000000840,2025-06-24,202506,351,24,8424,2,ins202506240002
ins202506250001,0000000841,2025-06-25,202506,185,36,6660,3,ins202506250001
ins202506250002,0000000842,2025-06-25,202506,396,12,4752,2,ins202506250002
ins202506260001,0000000843,2025-06-26,202506,122,24,2928,2,ins202506260001
ins202506260002,0000000844,2025-06-26,202506,336,24,8064,4,ins202506260002
ins202506270001,0000000845,2025-06-27,202506,234,12,2808,4,ins202506270001
ins202506270002,0000000846,2025-06-27,202506,336,12,4032,3,ins202506270002
ins202506280001,0000000847,2025-06-28,202506,125,12,1500,3,ins202506280001
ins202506280002,0000000848,2025-06-28,202506,143,36,5148,3,ins202506280002
ins202506290001,0000000849,2025-06-29,202506,339,36,12204,1,ins202506290001
ins202506290002,0000000850,2025-06-29,202506,237,36,8532,4,ins202506290002
ins202506300001,0000000851,2025-06-30,202506,125,36,4500,4,ins202506300001
ins202506300002,0000000852,2025-06-30,202506,551,12,6612,1,ins202506300002
ins202507010001,0000000853,2025-07-01,202507,423,36,15228,4,ins202507010001
ins202507010002,0000000854,2025-07-01,202507,648,36,23328,3,ins202507010002
ins202507020001,0000000855,2025-07-02,202507,167,36,6012,1,ins202507020001
ins202507020002,0000000856,2025-07-02,202507,472,12,5664,3,ins202507020002
ins202507030001,0000000857,2025-07-03,202507,208,24,4992,2,ins202507030001
ins202507030002,0000000858,2025-07-03,202507,413,24,9912,4,ins202507030002
ins202507040001,0000000859,2025-07-04,202507,247,24,5928,4,ins202507040001
ins202507040002,0000000860,2025-07-04,202507,324,12,3888,3,ins202507040002
ins202507050001,0000000861,2025-07-05,202507,231,12,2772,3,ins202507050001
ins202507050002,0000000862,2025-07-05,202507,178,36,6408,3,ins202507050002
ins202507060001,0000000863,2025-07-06,202507,144,24,3456,4,ins202507060001
ins202507060002,0000000864,2025-07-06,202507,200,36,7200,3,ins202507060002
ins202507070001,0000000865,2025-07-07,202507,188,12,2256,2,ins202507070001
ins202507070002,0000000866,2025-07-07,202507,100,12,1200,4,ins202507070002
ins202507080001,0000000867,2025-07-08,202507,216,12,2592,4,ins202507080001
ins202507080002,0000000868,2025-07-08,202507,222,24,5328,1,ins202507080002
ins202507090001,0000000869,2025-07-09,202507,506,12,6072,2,ins202507090001
ins202507090002,0000000870,2025-07-09,202507,401,12,4812,2,ins202507090002
ins202507100001,0000000871,2025-07-10,202507,282,12,3384,2,ins202507100001
ins202507100002,0000000872,2025-07-10,202507,340,12,4080,3,ins202507100002
ins202507110001,0000000873,2025-07-11,202507,301,12,3612,2,ins202507110001
ins202507110002,0000000874,2025-07-11,202507,266,12,3192,3,ins202507110002
ins202507120001,0000000875,2025-07-12,202507,238,12,2856,4,ins202507120001
ins202507120002,0000000876,2025-07-12,202507,364,12,4368,1,ins202507120002
ins202507130001,0000000877,2025-07-13,202507,146,12,1752,1,ins202507130001
ins202507130002,0000000878,2025-07-13,202507,160,12,1920,2,ins202507130002
ins202507140001,0000000879,2025-07-14,202507,322,24,7728,2,ins202507140001
ins202507140002,0000000880,2025-07-14,202507,142,24,3408,3,ins202507140002
ins202507150001,0000000881,2025-07-15,202507,154,12,1848,3,ins202507150001
ins202507150002,0000000882,2025-07-15,202507,252,12,3024,1,ins202507150002
ins202507160001,0000000883,2025-07-16,202507,169,24,4056,3,ins202507160001
ins202507160002,0000000884,2025-07-16,202507,353,24,8472,1,ins202507160002
ins202507170001,0000000885,2025-07-17,202507,146,12,1752,2,ins202507170001
ins202507170002,0000000886,2025-07-17,202507,134,24,3216,2,ins202507170002
ins202507180001,0000000887,2025-07-18,202507,124,12,1488,2,ins202507180001
ins202507180002,0000000888,2025-07-18,202507,154,12,1848,4,ins202507180002
ins202507190001,0000000889,2025-07-19,202507,185,36,6660,4,ins202507190001
ins202507190002,0000000890,2025-07-19,202507,118,12,1416,3,ins202507190002
ins202507200001,0000000891,2025-07-20,202507,316,12,3792,2,ins202507200001
ins202507200002,0000000892,2025-07-20,202507,157,12,1884,4,ins202507200002
ins202507210001,0000000893,2025-07-21,202507,252,24,6048,2,ins202507210001
ins202507210002,0000000894,2025-07-21,202507,237,12,2844,3,ins202507210002
ins202507220001,0000000895,2025-07-22,202507,130,24,3120,2,ins202507220001
ins202507220002,0000000896,2025-07-22,202507,282,36,10152,3,ins202507220002
ins202507230001,0000000897,2025-07-23,202507,120,36,4320,3,ins202507230001
ins202507230002,0000000898,2025-07-23,202507,185,36,6660,1,ins202507230002
ins202507240001,0000000899,2025-07-24,202507,391,12,4692,2,ins202507240001
ins202507240002,0000000900,2025-07-24,202507,346,36,12456,2,ins202507240002
ins202507250001,0000000901,2025-07-25,202507,252,12,3024,4,ins202507250001
ins202507250002,0000000902,2025-07-25,202507,348,12,4176,2,ins202507250002
ins202507260001,0000000903,2025-07-26,202507,435,24,10440,1,ins202507260001
ins202507260002,0000000904,2025-07-26,202507,110,12,1320,1,ins202507260002
ins202507270001,0000000905,2025-07-27,202507,396,12,4752,2,ins202507270001
ins202507270002,0000000906,2025-07-27,202507,321,24,7704,3,ins202507270002
ins202507280001,0000000907,2025-07-28,202507,366,12,4392,3,ins202507280001
ins202507280002,0000000908,2025-07-28,202507,369,12,4428,1,ins202507280002
ins202507290001,0000000909,2025-07-29,202507,151,12,1812,3,ins202507290001
ins202507290002,0000000910,2025-07-29,202507,204,36,7344,3,ins202507290002
ins202507300001,0000000911,2025-07-30,202507,163,12,1956,2,ins202507300001
ins202507300002,0000000912,2025-07-30,202507,384,12,4608,3,ins202507300002
ins202507310001,0000000913,2025-07-31,202507,115,12,1380,2,ins202507310001
ins202507310002,0000000914,2025-07-31,202507,94,12,1128,4,ins202507310002
ins202508010001,0000000915,2025-08-01,202508,234,12,2808,4,ins202508010001
ins202508010002,0000000916,2025-08-01,202508,363,12,4356,3,ins202508010002
ins202508020001,0000000917,2025-08-02,202508,221,12,2652,2,ins202508020001
ins202508020002,0000000918,2025-08-02,202508,228,36,8208,2,ins202508020002
ins202508030001,0000000919,2025-08-03,202508,167,12,2004,1,ins202508030001
ins202508030002,0000000920,2025-08-03,202508,411,12,4932,2,ins202508030002
ins202508040001,0000000921,2025-08-04,202508,394,36,14184,1,ins202508040001
ins202508040002,0000000922,2025-08-04,202508,127,12,1524,2,ins202508040002
ins202508050001,0000000923,2025-08-05,202508,171,12,2052,3,ins202508050001
ins202508050002,0000000924,2025-08-05,202508,207,12,2484,1,ins202508050002
ins202508060001,0000000925,2025-08-06,202508,333,12,3996,1,ins202508060001
ins202508060002,0000000926,2025-08-06,202508,196,12,2352,2,ins202508060002
ins202508070001,0000000927,2025-08-07,202508,262,24,6288,3,ins202508070001
ins202508070002,0000000928,2025-08-07,202508,106,36,3816,2,ins202508070002
ins202508080001,0000000929,2025-08-08,202508,230,12,2760,1,ins202508080001
ins202508080002,0000000930,2025-08-08,202508,288,24,6912,3,ins202508080002
ins202508090001,0000000931,2025-08-09,202508,123,36,4428,1,ins202508090001
ins202508090002,0000000932,2025-08-09,202508,255,24,6120,1,ins202508090002
ins202508100001,0000000933,2025-08-10,202508,187,12,2244,3,ins202508100001
ins202508100002,0000000934,2025-08-10,202508,140,24,3360,2,ins202508100002
ins202508110001,0000000935,2025-08-11,202508,326,12,3912,1,ins202508110001
ins202508110002,0000000936,2025-08-11,202508,131,12,1572,3,ins202508110002
ins202508120001,0000000937,2025-08-12,202508,134,12,1608,2,ins202508120001
ins202508120002,0000000938,2025-08-12,202508,150,12,1800,1,ins202508120002
ins202508130001,0000000939,2025-08-13,202508,419,12,5028,2,ins202508130001
ins202508130002,0000000940,2025-08-13,202508,183,36,6588,2,ins202508130002
ins202508140001,0000000941,2025-08-14,202508,407,12,4884,3,ins202508140001
ins202508140002,0000000942,2025-08-14,202508,267,12,3204,4,ins202508140002
ins202508150001,0000000943,2025-08-15,202508,215,12,2580,4,ins202508150001
ins202508150002,0000000944,2025-08-15,202508,196,24,4704,3,ins202508150002
ins202508160001,0000000945,2025-08-16,202508,278,24,6672,3,ins202508160001
ins202508160002,0000000946,2025-08-16,202508,179,12,2148,2,ins202508160002
ins202508170001,0000000947,2025-08-17,202508,242,12,2904,3,ins202508170001
ins202508170002,0000000948,2025-08-17,202508,171,36,6156,4,ins202508170002
ins202508180001,0000000949,2025-08-18,202508,273,12,3276,3,ins202508180001
ins202508180002,0000000950,2025-08-18,202508,257,36,9252,1,ins202508180002
ins202508190001,0000000951,2025-08-19,202508,172,12,2064,1,ins202508190001
ins202508190002,0000000952,2025-08-19,202508,199,24,4776,3,ins202508190002
ins202508200001,0000000953,2025-08-20,202508,184,12,2208,2,ins202508200001
ins202508200002,0000000954,2025-08-20,202508,134,24,3216,3,ins202508200002
ins202508210001,0000000955,2025-08-21,202508,322,24,7728,4,ins202508210001
ins202508210002,0000000956,2025-08-21,202508,300,24,7200,3,ins202508210002
ins202508220001,0000000957,2025-08-22,202508,286,24,6864,4,ins202508220001
ins202508220002,0000000958,2025-08-22,202508,247,24,5928,1,ins202508220002
ins202508230001,0000000959,2025-08-23,202508,342,12,4104,2,ins202508230001
ins202508230002,0000000960,2025-08-23,202508,105,12,1260,3,ins202508230002
ins202508240001,0000000961,2025-08-24,202508,433,36,15588,2,ins202508240001
ins202508240002,0000000962,2025-08-24,202508,235,24,5640,2,ins202508240002
ins202508250001,0000000963,2025-08-25,202508,186,24,4464,1,ins202508250001
ins202508250002,0000000964,2025-08-25,202508,209,24,5016,3,ins202508250002
ins202508260001,0000000965,2025-08-26,202508,196,36,7056,2,ins202508260001
ins202508260002,0000000966,2025-08-26,202508,378,12,4536,2,ins202508260002
ins202508270001,0000000967,2025-08-27,202508,140,36,5040,3,ins202508270001
ins202508270002,0000000968,2025-08-27,202508,189,24,4536,2,ins202508270002
ins202508280001,0000000969,2025-08-28,202508,157,12,1884,4,ins202508280001
ins202508280002,0000000970,2025-08-28,202508,171,12,2052,2,ins202508280002
ins202508290001,0000000971,2025-08-29,202508,227,12,2724,3,ins202508290001
ins202508290002,0000000972,2025-08-29,202508,392,12,4704,3,ins202508290002
ins202508300001,0000000973,2025-08-30,202508,206,36,7416,3,ins202508300001
ins202508300002,0000000974,2025-08-30,202508,464,24,11136,1,ins202508300002
ins202508310001,0000000975,2025-08-31,202508,115,12,1380,4,ins202508310001
ins202508310002,0000000976,2025-08-31,202508,358,12,4296,2,ins202508310002
ins202509010001,0000000977,2025-09-01,202509,238,12,2856,3,ins202509010001
ins202509010002,0000000978,2025-09-01,202509,254,12,3048,4,ins202509010002
ins202509020001,0000000979,2025-09-02,202509,102,12,1224,3,ins202509020001
ins202509020002,0000000980,2025-09-02,202509,130,12,1560,1,ins202509020002
ins202509030001,0000000981,2025-09-03,202509,133,24,3192,3,ins202509030001
ins202509030002,0000000982,2025-09-03,202509,231,12,2772,3,ins202509030002
ins202509040001,0000000983,2025-09-04,202509,263,12,3156,2,ins202509040001
ins202509040002,0000000984,2025-09-04,202509,138,36,4968,3,ins202509040002
ins202509050001,0000000985,2025-09-05,202509,180,12,2160,2,ins202509050001
ins202509050002,0000000986,2025-09-05,202509,519,12,6228,3,ins202509050002
ins202509060001,0000000987,2025-09-06,202509,337,12,4044,2,ins202509060001
ins202509060002,0000000988,2025-09-06,202509,115,12,1380,2,ins202509060002
ins202509070001,0000000989,2025-09-07,202509,377,12,4524,4,ins202509070001
ins202509070002,0000000990,2025-09-07,202509,420,12,5040,2,ins202509070002
ins202509080001,0000000991,2025-09-08,202509,294,24,7056,4,ins202509080001
ins202509080002,0000000992,2025-09-08,202509,128,12,1536,4,ins202509080002
ins202509090001,0000000993,2025-09-09,202509,195,36,7020,3,ins202509090001
ins202509090002,0000000994,2025-09-09,202509,232,36,8352,3,ins202509090002
ins202509100001,0000000995,2025-09-10,202509,198,12,2376,3,ins202509100001
ins202509100002,0000000996,2025-09-10,202509,105,12,1260,2,ins202509100002
ins202509110001,0000000997,2025-09-11,202509,233,36,8388,4,ins202509110001
ins202509110002,0000000998,2025-09-11,202509,219,12,2628,2,ins202509110002
ins202509120001,0000000999,2025-09-12,202509,272,12,3264,3,ins202509120001
ins202509120002,0000001000,2025-09-12,202509,777,36,27972,2,ins202509120002
ins202509130001,0000001001,2025-09-13,202509,95,24,2280,3,ins202509130001
ins202509130002,0000001002,2025-09-13,202509,167,12,2004,4,ins202509130002
ins202509140001,0000001003,2025-09-14,202509,117,24,2808,2,ins202509140001
ins202509140002,0000001004,2025-09-14,202509,259,12,3108,1,ins202509140002
ins202509150001,0000001005,2025-09-15,202509,352,36,12672,3,ins202509150001
ins202509150002,0000001006,2025-09-15,202509,398,36,14328,4,ins202509150002
ins202509160001,0000001007,2025-09-16,202509,182,12,2184,3,ins202509160001
ins202509160002,0000001008,2025-09-16,202509,309,24,7416,1,ins202509160002
ins202509170001,0000001009,2025-09-17,202509,139,12,1668,3,ins202509170001
ins202509170002,0000001010,2025-09-17,202509,354,36,12744,4,ins202509170002
ins202509180001,0000001011,2025-09-18,202509,136,12,1632,4,ins202509180001
ins202509180002,0000001012,2025-09-18,202509,208,12,2496,1,ins202509180002
ins202509190001,0000001013,2025-09-19,202509,318,12,3816,2,ins202509190001
ins202509190002,0000001014,2025-09-19,202509,236,12,2832,4,ins202509190002
ins202509200001,0000001015,2025-09-20,202509,114,12,1368,2,ins202509200001
ins202509200002,0000001016,2025-09-20,202509,304,12,3648,1,ins202509200002
ins202509210001,0000001017,2025-09-21,202509,129,24,3096,1,ins202509210001
ins202509210002,0000001018,2025-09-21,202509,489,36,17604,4,ins202509210002
ins202509220001,0000001019,2025-09-22,202509,452,12,5424,3,ins202509220001
ins202509220002,0000001020,2025-09-22,202509,145,12,1740,4,ins202509220002
ins202509230001,0000001021,2025-09-23,202509,225,24,5400,2,ins202509230001
ins202509230002,0000001022,2025-09-23,202509,261,36,9396,2,ins202509230002
ins202509240001,0000001023,2025-09-24,202509,270,12,3240,2,ins202509240001
ins202509240002,0000001024,2025-09-24,202509,151,36,5436,3,ins202509240002
ins202509250001,0000001025,2025-09-25,202509,132,12,1584,1,ins202509250001
ins202509250002,0000001026,2025-09-25,202509,144,36,5184,3,ins202509250002
ins202509260001,0000001027,2025-09-26,202509,382,24,9168,2,ins202509260001
ins202509260002,0000001028,2025-09-26,202509,151,12,1812,3,ins202509260002
ins202509270001,0000001029,2025-09-27,202509,191,12,2292,3,ins202509270001
ins202509270002,0000001030,2025-09-27,202509,344,24,8256,4,ins202509270002
ins202509280001,0000001031,2025-09-28,202509,92,12,1104,2,ins202509280001
ins202509280002,0000001032,2025-09-28,202509,292,36,10512,2,ins202509280002
ins202509290001,0000001033,2025-09-29,202509,234,24,5616,2,ins202509290001
ins202509290002,0000001034,2025-09-29,202509,290,24,6960,3,ins202509290002
ins202509300001,0000001035,2025-09-30,202509,110,12,1320,2,ins202509300001
ins202509300002,0000001036,2025-09-30,202509,220,12,2640,1,ins202509300002
ins202510010001,0000001037,2025-10-01,202510,328,24,7872,4,ins202510010001
ins202510010002,0000001038,2025-10-01,202510,132,12,1584,2,ins202510010002
ins202510020001,0000001039,2025-10-02,202510,278,24,6672,4,ins202510020001
ins202510020002,0000001040,2025-10-02,202510,183,12,2196,2,ins202510020002
ins202510030001,0000001041,2025-10-03,202510,472,36,16992,1,ins202510030001
ins202510030002,0000001042,2025-10-03,202510,199,24,4776,2,ins202510030002
ins202510040001,0000001043,2025-10-04,202510,212,12,2544,3,ins202510040001
ins202510040002,0000001044,2025-10-04,202510,117,24,2808,3,ins202510040002
ins202510050001,0000001045,2025-10-05,202510,380,36,13680,2,ins202510050001
ins202510050002,0000001046,2025-10-05,202510,404,12,4848,2,ins202510050002
ins202510060001,0000001047,2025-10-06,202510,136,24,3264,4,ins202510060001
ins202510060002,0000001048,2025-10-06,202510,201,12,2412,4,ins202510060002
ins202510070001,0000001049,2025-10-07,202510,406,12,4872,4,ins202510070001
ins202510070002,0000001050,2025-10-07,202510,409,12,4908,3,ins202510070002
ins202510080001,0000001051,2025-10-08,202510,197,36,7092,4,ins202510080001
ins202510080002,0000001052,2025-10-08,202510,309,12,3708,3,ins202510080002
ins202510090001,0000001053,2025-10-09,202510,332,12,3984,4,ins202510090001
ins202510090002,0000001054,2025-10-09,202510,214,12,2568,4,ins202510090002
ins202510100001,0000001055,2025-10-10,202510,223,24,5352,3,ins202510100001
ins202510100002,0000001056,2025-10-10,202510,465,12,5580,2,ins202510100002
ins202510110001,0000001057,2025-10-11,202510,274,36,9864,2,ins202510110001
ins202510110002,0000001058,2025-10-11,202510,475,12,5700,2,ins202510110002
ins202510120001,0000001059,2025-10-12,202510,237,12,2844,1,ins202510120001
ins202510120002,0000001060,2025-10-12,202510,121,12,1452,2,ins202510120002
ins202510130001,0000001061,2025-10-13,202510,101,36,3636,3,ins202510130001
ins202510130002,0000001062,2025-10-13,202510,101,12,1212,2,ins202510130002
ins202510140001,0000001063,2025-10-14,202510,95,12,1140,2,ins202510140001
ins202510140002,0000001064,2025-10-14,202510,148,24,3552,4,ins202510140002
ins202510150001,0000001065,2025-10-15,202510,166,12,1992,2,ins202510150001
ins202510150002,0000001066,2025-10-15,202510,220,12,2640,1,ins202510150002
ins202510160001,0000001067,2025-10-16,202510,183,12,2196,1,ins202510160001
ins202510160002,0000001068,2025-10-16,202510,197,12,2364,2,ins202510160002
ins202510170001,0000001069,2025-10-17,202510,324,12,3888,2,ins202510170001
ins202510170002,0000001070,2025-10-17,202510,119,36,4284,3,ins202510170002
ins202510180001,0000001071,2025-10-18,202510,135,24,3240,1,ins202510180001
ins202510180002,0000001072,2025-10-18,202510,406,12,4872,3,ins202510180002
ins202510190001,0000001073,2025-10-19,202510,556,24,13344,1,ins202510190001
ins202510190002,0000001074,2025-10-19,202510,390,24,9360,1,ins202510190002
ins202510200001,0000001075,2025-10-20,202510,243,24,5832,3,ins202510200001
ins202510200002,0000001076,2025-10-20,202510,298,12,3576,2,ins202510200002
ins202510210001,0000001077,2025-10-21,202510,257,24,6168,3,ins202510210001
ins202510210002,0000001078,2025-10-21,202510,126,36,4536,2,ins202510210002
ins202510220001,0000001079,2025-10-22,202510,93,24,2232,1,ins202510220001
ins202510220002,0000001080,2025-10-22,202510,347,12,4164,3,ins202510220002
ins202510230001,0000001081,2025-10-23,202510,122,24,2928,1,ins202510230001
ins202510230002,0000001082,2025-10-23,202510,161,24,3864,1,ins202510230002
ins202510240001,0000001083,2025-10-24,202510,296,36,10656,3,ins202510240001
ins202510240002,0000001084,2025-10-24,202510,347,24,8328,3,ins202510240002
ins202510250001,0000001085,2025-10-25,202510,90,36,3240,3,ins202510250001
ins202510250002,0000001086,2025-10-25,202510,377,12,4524,2,ins202510250002
ins202510260001,0000001087,2025-10-26,202510,179,12,2148,2,ins202510260001
ins202510260002,0000001088,2025-10-26,202510,164,12,1968,2,ins202510260002
ins202510270001,0000001089,2025-10-27,202510,99,24,2376,2,ins202510270001
ins202510270002,0000001090,2025-10-27,202510,240,36,8640,3,ins202510270002
ins202510280001,0000001091,2025-10-28,202510,331,36,11916,1,ins202510280001
ins202510280002,0000001092,2025-10-28,202510,252,36,9072,3,ins202510280002
ins202510290001,0000001093,2025-10-29,202510,108,24,2592,3,ins202510290001
ins202510290002,0000001094,2025-10-29,202510,146,12,1752,2,ins202510290002
ins202510300001,0000001095,2025-10-30,202510,122,24,2928,2,ins202510300001
ins202510300002,0000001096,2025-10-30,202510,149,12,1788,3,ins202510300002
ins202510310001,0000001097,2025-10-31,202510,562,12,6744,3,ins202510310001
ins202510310002,0000001098,2025-10-31,202510,264,12,3168,4,ins202510310002
ins202511010001,0000001099,2025-11-01,202511,151,12,1812,4,ins202511010001
ins202511010002,0000001100,2025-11-01,202511,145,12,1740,4,ins202511010002
