feature_name,feature_family,source_columns,formula,description,availability_time,source_window,uses_target,uses_future_behavior,allowed_for_origination_pd,allowed_for_behavioral_pd,allowed_for_profit,leakage_risk,reason_if_not_allowed_for_pd
act_paid_installments_m6_z,F6A,act_paid_installments_m6,zscore(act_paid_installments_m6),zscore transform of act_paid_installments_m6 (level C),post-origination,m6,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m6_log1p,F6A,act_paid_installments_m6,log1p(act_paid_installments_m6),log1p transform of act_paid_installments_m6 (level C),post-origination,m6,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m6_sqrt,F6A,act_paid_installments_m6,sqrt(act_paid_installments_m6),sqrt transform of act_paid_installments_m6 (level C),post-origination,m6,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m7_rank,F6A,act_paid_installments_m7,rank(act_paid_installments_m7),rank transform of act_paid_installments_m7 (level C),post-origination,m7,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m7_pct,F6A,act_paid_installments_m7,percentile(act_paid_installments_m7),percentile transform of act_paid_installments_m7 (level C),post-origination,m7,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m7_z,F6A,act_paid_installments_m7,zscore(act_paid_installments_m7),zscore transform of act_paid_installments_m7 (level C),post-origination,m7,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m7_log1p,F6A,act_paid_installments_m7,log1p(act_paid_installments_m7),log1p transform of act_paid_installments_m7 (level C),post-origination,m7,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m7_sqrt,F6A,act_paid_installments_m7,sqrt(act_paid_installments_m7),sqrt transform of act_paid_installments_m7 (level C),post-origination,m7,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m8_rank,F6A,act_paid_installments_m8,rank(act_paid_installments_m8),rank transform of act_paid_installments_m8 (level C),post-origination,m8,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m8_pct,F6A,act_paid_installments_m8,percentile(act_paid_installments_m8),percentile transform of act_paid_installments_m8 (level C),post-origination,m8,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m8_z,F6A,act_paid_installments_m8,zscore(act_paid_installments_m8),zscore transform of act_paid_installments_m8 (level C),post-origination,m8,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m8_log1p,F6A,act_paid_installments_m8,log1p(act_paid_installments_m8),log1p transform of act_paid_installments_m8 (level C),post-origination,m8,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m8_sqrt,F6A,act_paid_installments_m8,sqrt(act_paid_installments_m8),sqrt transform of act_paid_installments_m8 (level C),post-origination,m8,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m9_rank,F6A,act_paid_installments_m9,rank(act_paid_installments_m9),rank transform of act_paid_installments_m9 (level C),post-origination,m9,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m9_pct,F6A,act_paid_installments_m9,percentile(act_paid_installments_m9),percentile transform of act_paid_installments_m9 (level C),post-origination,m9,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m9_z,F6A,act_paid_installments_m9,zscore(act_paid_installments_m9),zscore transform of act_paid_installments_m9 (level C),post-origination,m9,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m9_log1p,F6A,act_paid_installments_m9,log1p(act_paid_installments_m9),log1p transform of act_paid_installments_m9 (level C),post-origination,m9,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m9_sqrt,F6A,act_paid_installments_m9,sqrt(act_paid_installments_m9),sqrt transform of act_paid_installments_m9 (level C),post-origination,m9,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m10_rank,F6A,act_paid_installments_m10,rank(act_paid_installments_m10),rank transform of act_paid_installments_m10 (level C),post-origination,m10,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m10_pct,F6A,act_paid_installments_m10,percentile(act_paid_installments_m10),percentile transform of act_paid_installments_m10 (level C),post-origination,m10,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m10_z,F6A,act_paid_installments_m10,zscore(act_paid_installments_m10),zscore transform of act_paid_installments_m10 (level C),post-origination,m10,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m10_log1p,F6A,act_paid_installments_m10,log1p(act_paid_installments_m10),log1p transform of act_paid_installments_m10 (level C),post-origination,m10,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m10_sqrt,F6A,act_paid_installments_m10,sqrt(act_paid_installments_m10),sqrt transform of act_paid_installments_m10 (level C),post-origination,m10,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m11_rank,F6A,act_paid_installments_m11,rank(act_paid_installments_m11),rank transform of act_paid_installments_m11 (level C),post-origination,m11,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m11_pct,F6A,act_paid_installments_m11,percentile(act_paid_installments_m11),percentile transform of act_paid_installments_m11 (level C),post-origination,m11,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m11_z,F6A,act_paid_installments_m11,zscore(act_paid_installments_m11),zscore transform of act_paid_installments_m11 (level C),post-origination,m11,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m11_log1p,F6A,act_paid_installments_m11,log1p(act_paid_installments_m11),log1p transform of act_paid_installments_m11 (level C),post-origination,m11,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m11_sqrt,F6A,act_paid_installments_m11,sqrt(act_paid_installments_m11),sqrt transform of act_paid_installments_m11 (level C),post-origination,m11,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m12_rank,F6A,act_paid_installments_m12,rank(act_paid_installments_m12),rank transform of act_paid_installments_m12 (level C),post-origination,m12,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m12_pct,F6A,act_paid_installments_m12,percentile(act_paid_installments_m12),percentile transform of act_paid_installments_m12 (level C),post-origination,m12,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m12_z,F6A,act_paid_installments_m12,zscore(act_paid_installments_m12),zscore transform of act_paid_installments_m12 (level C),post-origination,m12,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m12_log1p,F6A,act_paid_installments_m12,log1p(act_paid_installments_m12),log1p transform of act_paid_installments_m12 (level C),post-origination,m12,False,True,False,False,False,high,late behavioral source (m4-m12)
act_paid_installments_m12_sqrt,F6A,act_paid_installments_m12,sqrt(act_paid_installments_m12),sqrt transform of act_paid_installments_m12 (level C),post-origination,m12,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m2_rank,F6A,act_utl_m2,rank(act_utl_m2),rank transform of act_utl_m2 (level F),post-origination,m2,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_utl_m2_pct,F6A,act_utl_m2,percentile(act_utl_m2),percentile transform of act_utl_m2 (level F),post-origination,m2,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_utl_m2_z,F6A,act_utl_m2,zscore(act_utl_m2),zscore transform of act_utl_m2 (level F),post-origination,m2,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_utl_m2_log1p,F6A,act_utl_m2,log1p(act_utl_m2),log1p transform of act_utl_m2 (level F),post-origination,m2,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_utl_m2_sqrt,F6A,act_utl_m2,sqrt(act_utl_m2),sqrt transform of act_utl_m2 (level F),post-origination,m2,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_utl_m3_rank,F6A,act_utl_m3,rank(act_utl_m3),rank transform of act_utl_m3 (level F),post-origination,m3,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_utl_m3_pct,F6A,act_utl_m3,percentile(act_utl_m3),percentile transform of act_utl_m3 (level F),post-origination,m3,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_utl_m3_z,F6A,act_utl_m3,zscore(act_utl_m3),zscore transform of act_utl_m3 (level F),post-origination,m3,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_utl_m3_log1p,F6A,act_utl_m3,log1p(act_utl_m3),log1p transform of act_utl_m3 (level F),post-origination,m3,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_utl_m3_sqrt,F6A,act_utl_m3,sqrt(act_utl_m3),sqrt transform of act_utl_m3 (level F),post-origination,m3,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_utl_m4_rank,F6A,act_utl_m4,rank(act_utl_m4),rank transform of act_utl_m4 (level C),post-origination,m4,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m4_pct,F6A,act_utl_m4,percentile(act_utl_m4),percentile transform of act_utl_m4 (level C),post-origination,m4,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m4_z,F6A,act_utl_m4,zscore(act_utl_m4),zscore transform of act_utl_m4 (level C),post-origination,m4,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m4_log1p,F6A,act_utl_m4,log1p(act_utl_m4),log1p transform of act_utl_m4 (level C),post-origination,m4,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m4_sqrt,F6A,act_utl_m4,sqrt(act_utl_m4),sqrt transform of act_utl_m4 (level C),post-origination,m4,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m5_rank,F6A,act_utl_m5,rank(act_utl_m5),rank transform of act_utl_m5 (level C),post-origination,m5,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m5_pct,F6A,act_utl_m5,percentile(act_utl_m5),percentile transform of act_utl_m5 (level C),post-origination,m5,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m5_z,F6A,act_utl_m5,zscore(act_utl_m5),zscore transform of act_utl_m5 (level C),post-origination,m5,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m5_log1p,F6A,act_utl_m5,log1p(act_utl_m5),log1p transform of act_utl_m5 (level C),post-origination,m5,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m5_sqrt,F6A,act_utl_m5,sqrt(act_utl_m5),sqrt transform of act_utl_m5 (level C),post-origination,m5,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m6_rank,F6A,act_utl_m6,rank(act_utl_m6),rank transform of act_utl_m6 (level C),post-origination,m6,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m6_pct,F6A,act_utl_m6,percentile(act_utl_m6),percentile transform of act_utl_m6 (level C),post-origination,m6,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m6_z,F6A,act_utl_m6,zscore(act_utl_m6),zscore transform of act_utl_m6 (level C),post-origination,m6,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m6_log1p,F6A,act_utl_m6,log1p(act_utl_m6),log1p transform of act_utl_m6 (level C),post-origination,m6,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m6_sqrt,F6A,act_utl_m6,sqrt(act_utl_m6),sqrt transform of act_utl_m6 (level C),post-origination,m6,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m7_rank,F6A,act_utl_m7,rank(act_utl_m7),rank transform of act_utl_m7 (level C),post-origination,m7,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m7_pct,F6A,act_utl_m7,percentile(act_utl_m7),percentile transform of act_utl_m7 (level C),post-origination,m7,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m7_z,F6A,act_utl_m7,zscore(act_utl_m7),zscore transform of act_utl_m7 (level C),post-origination,m7,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m7_log1p,F6A,act_utl_m7,log1p(act_utl_m7),log1p transform of act_utl_m7 (level C),post-origination,m7,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m7_sqrt,F6A,act_utl_m7,sqrt(act_utl_m7),sqrt transform of act_utl_m7 (level C),post-origination,m7,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m8_rank,F6A,act_utl_m8,rank(act_utl_m8),rank transform of act_utl_m8 (level C),post-origination,m8,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m8_pct,F6A,act_utl_m8,percentile(act_utl_m8),percentile transform of act_utl_m8 (level C),post-origination,m8,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m8_z,F6A,act_utl_m8,zscore(act_utl_m8),zscore transform of act_utl_m8 (level C),post-origination,m8,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m8_log1p,F6A,act_utl_m8,log1p(act_utl_m8),log1p transform of act_utl_m8 (level C),post-origination,m8,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m8_sqrt,F6A,act_utl_m8,sqrt(act_utl_m8),sqrt transform of act_utl_m8 (level C),post-origination,m8,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m9_rank,F6A,act_utl_m9,rank(act_utl_m9),rank transform of act_utl_m9 (level C),post-origination,m9,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m9_pct,F6A,act_utl_m9,percentile(act_utl_m9),percentile transform of act_utl_m9 (level C),post-origination,m9,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m9_z,F6A,act_utl_m9,zscore(act_utl_m9),zscore transform of act_utl_m9 (level C),post-origination,m9,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m9_log1p,F6A,act_utl_m9,log1p(act_utl_m9),log1p transform of act_utl_m9 (level C),post-origination,m9,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m9_sqrt,F6A,act_utl_m9,sqrt(act_utl_m9),sqrt transform of act_utl_m9 (level C),post-origination,m9,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m10_rank,F6A,act_utl_m10,rank(act_utl_m10),rank transform of act_utl_m10 (level C),post-origination,m10,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m10_pct,F6A,act_utl_m10,percentile(act_utl_m10),percentile transform of act_utl_m10 (level C),post-origination,m10,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m10_z,F6A,act_utl_m10,zscore(act_utl_m10),zscore transform of act_utl_m10 (level C),post-origination,m10,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m10_log1p,F6A,act_utl_m10,log1p(act_utl_m10),log1p transform of act_utl_m10 (level C),post-origination,m10,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m10_sqrt,F6A,act_utl_m10,sqrt(act_utl_m10),sqrt transform of act_utl_m10 (level C),post-origination,m10,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m11_rank,F6A,act_utl_m11,rank(act_utl_m11),rank transform of act_utl_m11 (level C),post-origination,m11,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m11_pct,F6A,act_utl_m11,percentile(act_utl_m11),percentile transform of act_utl_m11 (level C),post-origination,m11,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m11_z,F6A,act_utl_m11,zscore(act_utl_m11),zscore transform of act_utl_m11 (level C),post-origination,m11,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m11_log1p,F6A,act_utl_m11,log1p(act_utl_m11),log1p transform of act_utl_m11 (level C),post-origination,m11,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m11_sqrt,F6A,act_utl_m11,sqrt(act_utl_m11),sqrt transform of act_utl_m11 (level C),post-origination,m11,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m12_rank,F6A,act_utl_m12,rank(act_utl_m12),rank transform of act_utl_m12 (level C),post-origination,m12,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m12_pct,F6A,act_utl_m12,percentile(act_utl_m12),percentile transform of act_utl_m12 (level C),post-origination,m12,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m12_z,F6A,act_utl_m12,zscore(act_utl_m12),zscore transform of act_utl_m12 (level C),post-origination,m12,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m12_log1p,F6A,act_utl_m12,log1p(act_utl_m12),log1p transform of act_utl_m12 (level C),post-origination,m12,False,True,False,False,False,high,late behavioral source (m4-m12)
act_utl_m12_sqrt,F6A,act_utl_m12,sqrt(act_utl_m12),sqrt transform of act_utl_m12 (level C),post-origination,m12,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m2_rank,F6A,act_dueutl_m2,rank(act_dueutl_m2),rank transform of act_dueutl_m2 (level F),post-origination,m2,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_dueutl_m2_pct,F6A,act_dueutl_m2,percentile(act_dueutl_m2),percentile transform of act_dueutl_m2 (level F),post-origination,m2,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_dueutl_m2_z,F6A,act_dueutl_m2,zscore(act_dueutl_m2),zscore transform of act_dueutl_m2 (level F),post-origination,m2,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_dueutl_m2_log1p,F6A,act_dueutl_m2,log1p(act_dueutl_m2),log1p transform of act_dueutl_m2 (level F),post-origination,m2,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_dueutl_m2_sqrt,F6A,act_dueutl_m2,sqrt(act_dueutl_m2),sqrt transform of act_dueutl_m2 (level F),post-origination,m2,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_dueutl_m3_rank,F6A,act_dueutl_m3,rank(act_dueutl_m3),rank transform of act_dueutl_m3 (level F),post-origination,m3,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_dueutl_m3_pct,F6A,act_dueutl_m3,percentile(act_dueutl_m3),percentile transform of act_dueutl_m3 (level F),post-origination,m3,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_dueutl_m3_z,F6A,act_dueutl_m3,zscore(act_dueutl_m3),zscore transform of act_dueutl_m3 (level F),post-origination,m3,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_dueutl_m3_log1p,F6A,act_dueutl_m3,log1p(act_dueutl_m3),log1p transform of act_dueutl_m3 (level F),post-origination,m3,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_dueutl_m3_sqrt,F6A,act_dueutl_m3,sqrt(act_dueutl_m3),sqrt transform of act_dueutl_m3 (level F),post-origination,m3,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_dueutl_m4_rank,F6A,act_dueutl_m4,rank(act_dueutl_m4),rank transform of act_dueutl_m4 (level C),post-origination,m4,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m4_pct,F6A,act_dueutl_m4,percentile(act_dueutl_m4),percentile transform of act_dueutl_m4 (level C),post-origination,m4,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m4_z,F6A,act_dueutl_m4,zscore(act_dueutl_m4),zscore transform of act_dueutl_m4 (level C),post-origination,m4,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m4_log1p,F6A,act_dueutl_m4,log1p(act_dueutl_m4),log1p transform of act_dueutl_m4 (level C),post-origination,m4,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m4_sqrt,F6A,act_dueutl_m4,sqrt(act_dueutl_m4),sqrt transform of act_dueutl_m4 (level C),post-origination,m4,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m5_rank,F6A,act_dueutl_m5,rank(act_dueutl_m5),rank transform of act_dueutl_m5 (level C),post-origination,m5,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m5_pct,F6A,act_dueutl_m5,percentile(act_dueutl_m5),percentile transform of act_dueutl_m5 (level C),post-origination,m5,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m5_z,F6A,act_dueutl_m5,zscore(act_dueutl_m5),zscore transform of act_dueutl_m5 (level C),post-origination,m5,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m5_log1p,F6A,act_dueutl_m5,log1p(act_dueutl_m5),log1p transform of act_dueutl_m5 (level C),post-origination,m5,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m5_sqrt,F6A,act_dueutl_m5,sqrt(act_dueutl_m5),sqrt transform of act_dueutl_m5 (level C),post-origination,m5,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m6_rank,F6A,act_dueutl_m6,rank(act_dueutl_m6),rank transform of act_dueutl_m6 (level C),post-origination,m6,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m6_pct,F6A,act_dueutl_m6,percentile(act_dueutl_m6),percentile transform of act_dueutl_m6 (level C),post-origination,m6,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m6_z,F6A,act_dueutl_m6,zscore(act_dueutl_m6),zscore transform of act_dueutl_m6 (level C),post-origination,m6,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m6_log1p,F6A,act_dueutl_m6,log1p(act_dueutl_m6),log1p transform of act_dueutl_m6 (level C),post-origination,m6,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m6_sqrt,F6A,act_dueutl_m6,sqrt(act_dueutl_m6),sqrt transform of act_dueutl_m6 (level C),post-origination,m6,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m7_rank,F6A,act_dueutl_m7,rank(act_dueutl_m7),rank transform of act_dueutl_m7 (level C),post-origination,m7,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m7_pct,F6A,act_dueutl_m7,percentile(act_dueutl_m7),percentile transform of act_dueutl_m7 (level C),post-origination,m7,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m7_z,F6A,act_dueutl_m7,zscore(act_dueutl_m7),zscore transform of act_dueutl_m7 (level C),post-origination,m7,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m7_log1p,F6A,act_dueutl_m7,log1p(act_dueutl_m7),log1p transform of act_dueutl_m7 (level C),post-origination,m7,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m7_sqrt,F6A,act_dueutl_m7,sqrt(act_dueutl_m7),sqrt transform of act_dueutl_m7 (level C),post-origination,m7,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m8_rank,F6A,act_dueutl_m8,rank(act_dueutl_m8),rank transform of act_dueutl_m8 (level C),post-origination,m8,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m8_pct,F6A,act_dueutl_m8,percentile(act_dueutl_m8),percentile transform of act_dueutl_m8 (level C),post-origination,m8,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m8_z,F6A,act_dueutl_m8,zscore(act_dueutl_m8),zscore transform of act_dueutl_m8 (level C),post-origination,m8,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m8_log1p,F6A,act_dueutl_m8,log1p(act_dueutl_m8),log1p transform of act_dueutl_m8 (level C),post-origination,m8,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m8_sqrt,F6A,act_dueutl_m8,sqrt(act_dueutl_m8),sqrt transform of act_dueutl_m8 (level C),post-origination,m8,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m9_rank,F6A,act_dueutl_m9,rank(act_dueutl_m9),rank transform of act_dueutl_m9 (level C),post-origination,m9,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m9_pct,F6A,act_dueutl_m9,percentile(act_dueutl_m9),percentile transform of act_dueutl_m9 (level C),post-origination,m9,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m9_z,F6A,act_dueutl_m9,zscore(act_dueutl_m9),zscore transform of act_dueutl_m9 (level C),post-origination,m9,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m9_log1p,F6A,act_dueutl_m9,log1p(act_dueutl_m9),log1p transform of act_dueutl_m9 (level C),post-origination,m9,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m9_sqrt,F6A,act_dueutl_m9,sqrt(act_dueutl_m9),sqrt transform of act_dueutl_m9 (level C),post-origination,m9,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m10_rank,F6A,act_dueutl_m10,rank(act_dueutl_m10),rank transform of act_dueutl_m10 (level C),post-origination,m10,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m10_pct,F6A,act_dueutl_m10,percentile(act_dueutl_m10),percentile transform of act_dueutl_m10 (level C),post-origination,m10,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m10_z,F6A,act_dueutl_m10,zscore(act_dueutl_m10),zscore transform of act_dueutl_m10 (level C),post-origination,m10,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m10_log1p,F6A,act_dueutl_m10,log1p(act_dueutl_m10),log1p transform of act_dueutl_m10 (level C),post-origination,m10,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m10_sqrt,F6A,act_dueutl_m10,sqrt(act_dueutl_m10),sqrt transform of act_dueutl_m10 (level C),post-origination,m10,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m11_rank,F6A,act_dueutl_m11,rank(act_dueutl_m11),rank transform of act_dueutl_m11 (level C),post-origination,m11,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m11_pct,F6A,act_dueutl_m11,percentile(act_dueutl_m11),percentile transform of act_dueutl_m11 (level C),post-origination,m11,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m11_z,F6A,act_dueutl_m11,zscore(act_dueutl_m11),zscore transform of act_dueutl_m11 (level C),post-origination,m11,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m11_log1p,F6A,act_dueutl_m11,log1p(act_dueutl_m11),log1p transform of act_dueutl_m11 (level C),post-origination,m11,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m11_sqrt,F6A,act_dueutl_m11,sqrt(act_dueutl_m11),sqrt transform of act_dueutl_m11 (level C),post-origination,m11,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m12_rank,F6A,act_dueutl_m12,rank(act_dueutl_m12),rank transform of act_dueutl_m12 (level C),post-origination,m12,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m12_pct,F6A,act_dueutl_m12,percentile(act_dueutl_m12),percentile transform of act_dueutl_m12 (level C),post-origination,m12,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m12_z,F6A,act_dueutl_m12,zscore(act_dueutl_m12),zscore transform of act_dueutl_m12 (level C),post-origination,m12,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m12_log1p,F6A,act_dueutl_m12,log1p(act_dueutl_m12),log1p transform of act_dueutl_m12 (level C),post-origination,m12,False,True,False,False,False,high,late behavioral source (m4-m12)
act_dueutl_m12_sqrt,F6A,act_dueutl_m12,sqrt(act_dueutl_m12),sqrt transform of act_dueutl_m12 (level C),post-origination,m12,False,True,False,False,False,high,late behavioral source (m4-m12)
act_cc_m1_rank,F6A,act_cc_m1,rank(act_cc_m1),rank transform of act_cc_m1 (level F),post-origination,m1,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_cc_m1_pct,F6A,act_cc_m1,percentile(act_cc_m1),percentile transform of act_cc_m1 (level F),post-origination,m1,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_cc_m1_z,F6A,act_cc_m1,zscore(act_cc_m1),zscore transform of act_cc_m1 (level F),post-origination,m1,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_cc_m1_log1p,F6A,act_cc_m1,log1p(act_cc_m1),log1p transform of act_cc_m1 (level F),post-origination,m1,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_cc_m1_sqrt,F6A,act_cc_m1,sqrt(act_cc_m1),sqrt transform of act_cc_m1 (level F),post-origination,m1,False,True,False,True,False,medium,early behavioral source (m1-m3)
act_cc_m2_rank,F6A,act_cc_m2,rank(act_cc_m2),rank transform of act_cc_m2 (level F),post-origination,m2,False,True,False,True,False,medium,early behavioral source (m1-m3)
